task,directive,feedback_loop,learning,none,task_iteration,validation,not_classified
"Modify existing software to correct errors, adapt it to new hardware, or upgrade interfaces and improve performance.",0.5444,0.266,0.004699999999999999,0.0031,0.1801,0.0016,0.0
"Modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance.",0.5704,0.2529,0.0052,0.0040999999999999995,0.1661,0.0014000000000000002,0.0
"Monitor and analyze network performance and reports on data input or output to detect problems, identify inefficient use of computer resources, or perform capacity planning.",0.8819,0.0814,0.0026,0.0262,0.0052,0.0026,0.0
Monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns.,0.9102,0.0365,0.0091,0.0084,0.031200000000000002,0.0046,0.0
"Monitor and analyze sales records, trends, or economic conditions to anticipate consumer buying patterns, company sales, and needed inventory.",0.9571999999999999,0.012199999999999999,0.0060999999999999995,0.0092,0.012199999999999999,0.0031,0.0
"Monitor and analyze system performance, such as network traffic, security, and capacity.",0.9218000000000001,0.0509,0.0018,0.0182,0.0055000000000000005,0.0018,0.0
"Monitor and ensure a sound, ethical environment.",0.68,0.08,0.04,0.16,0.04,0.0,0.0
"Monitor and evaluate survey progress and performance, using sample disposition reports and response rate calculations.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
Monitor and follow applicable laws and regulations.,0.9813,0.0063,0.0063,0.0063,0.0,0.0,0.0
"Monitor and observe experiments, recording production and test data for evaluation by research personnel.",0.6774,0.2903,0.0,0.0,0.0,0.0323,0.0
Monitor and record clients' progress to ensure that goals and objectives are met.,0.7241,0.1724,0.0,0.069,0.0345,0.0,0.0
Monitor bug resolution efforts and track successes.,0.8047,0.1484,0.0039000000000000003,0.0391,0.0039000000000000003,0.0,0.0
"Monitor changes affecting supply and demand, tracking market conditions, price trends, or futures markets.",0.9428,0.042300000000000004,0.004,0.0031,0.0042,0.0036,0.0
Monitor closed-circuit television cameras.,0.9679000000000001,0.0087,0.0,0.0204,0.0029,0.0,0.0
Monitor compliance systems to ensure their effectiveness.,0.9053,0.0533,0.0059,0.0355,0.0,0.0,0.0
Monitor customer preferences to determine focus of sales efforts.,0.7515000000000001,0.1091,0.0,0.12119999999999999,0.0182,0.0,0.0
Monitor daily stock prices and compute fluctuations to determine the need for additional collateral to secure loans.,0.8231,0.061500000000000006,0.0077,0.1,0.0077,0.0,0.0
"Monitor developments in the fields of industrial technology, business, finance, and economic theory.",0.9462999999999999,0.0036,0.0273,0.0091,0.01,0.0036,0.0
Monitor emerging trends regarding industry regulations to determine potential impacts on organizational processes.,0.8529000000000001,0.0,0.0,0.1471,0.0,0.0,0.0
"Monitor equipment functioning, observe temperature, level, and flow gauges, and perform regular unit checks to ensure that all equipment is operating as it should.",0.6537999999999999,0.34619999999999995,0.0,0.0,0.0,0.0,0.0
Monitor equipment to ensure proper operation.,0.8294,0.0748,0.009300000000000001,0.0818,0.0023,0.0023,0.0
"Monitor events, trends, and other circumstances, research specific subject areas, attend art exhibitions, and read art publications to develop ideas and keep current on art world activities.",0.8704000000000001,0.018500000000000003,0.0,0.11109999999999999,0.0,0.0,0.0
Monitor financial market trends to ensure that client plans are responsive.,0.9494,0.0301,0.0046,0.0046,0.005600000000000001,0.005600000000000001,0.0
Monitor functioning of equipment to ensure system operates in conformance with specifications.,0.8079999999999999,0.08,0.008,0.096,0.008,0.0,0.0
"Monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews.",0.9838,0.004,0.0043,0.0006,0.0046,0.0028000000000000004,0.0
"Monitor gauges and flowmeters and inspect equipment to ensure that tank levels, temperatures, chemical amounts, and pressures are at specified levels, reporting abnormalities as necessary.",0.7857,0.1429,0.0,0.035699999999999996,0.0,0.035699999999999996,0.0
"Monitor industry standards, trends, or practices to identify developments in logistics planning or execution.",0.9861,0.0139,0.0,0.0,0.0,0.0,0.0
Monitor inventory levels of products or materials in warehouses.,0.6977,0.2481,0.0078000000000000005,0.0155,0.031,0.0,0.0
"Monitor market conditions, innovations, and competitors' services, prices, and sales.",0.9206,0.0,0.0,0.0317,0.0317,0.0159,0.0
"Monitor market conditions, product innovations, and competitors' products, prices, and sales.",0.8617,0.0319,0.0106,0.0851,0.0106,0.0,0.0
Monitor markets or positions.,0.8763,0.030899999999999997,0.0036,0.0819,0.0073,0.0,0.0
Monitor network performance to determine whether adjustments are needed and where changes will be needed in the future.,0.7619,0.09519999999999999,0.0,0.1429,0.0,0.0,0.0
"Monitor operations to ensure compliance with applicable health, safety, or hygiene standards.",0.8676,0.1324,0.0,0.0,0.0,0.0,0.0
"Monitor operations to ensure that staff members comply with administrative policies and procedures, safety rules, union contracts, environmental policies, or government regulations.",0.875,0.056799999999999996,0.0,0.0682,0.0,0.0,0.0
"Monitor operations to identify and solve problems, improve work methods, and ensure compliance with safety, company, and government regulations.",0.8956999999999999,0.0872,0.0017000000000000001,0.0137,0.0017000000000000001,0.0,0.0
Monitor or analyze market and environmental trends.,0.9647,0.0176,0.005,0.0034000000000000002,0.0046,0.0046,0.0
Monitor or track project milestones and deliverables.,0.8957999999999999,0.0313,0.0,0.0625,0.0104,0.0,0.0
Monitor patients' conditions and progress and reevaluate treatments as necessary.,0.64,0.08,0.0,0.28,0.0,0.0,0.0
Monitor patients' medication usage and results.,0.7778,0.16670000000000001,0.0,0.0556,0.0,0.0,0.0
"Monitor patients' performance in therapy activities, providing encouragement.",0.381,0.381,0.047599999999999996,0.1905,0.0,0.0,0.0
"Monitor patrons' facility use to ensure that rules and regulations are followed, and safety and order are maintained.",0.8506,0.092,0.0,0.0575,0.0,0.0,0.0
"Monitor process indicators, instruments, gauges, and meters to detect and report any possible problems.",0.8548,0.1452,0.0,0.0,0.0,0.0,0.0
Monitor product quality to ensure compliance with standards and specifications.,0.8031999999999999,0.008,0.0,0.0023,0.0068000000000000005,0.1797,0.0
Monitor program performance to ensure efficient and problem-free operations.,0.8181999999999999,0.0361,0.0013,0.1423,0.002,0.0001,0.0
Monitor project milestones and deliverables.,0.7368000000000001,0.23309999999999997,0.0,0.015,0.015,0.0,0.0
Monitor sales activities to ensure that customers receive satisfactory service and quality goods.,0.8919,0.036000000000000004,0.0,0.0721,0.0,0.0,0.0
Monitor sales staff performance to ensure that goals are met.,0.8276,0.0,0.0,0.1379,0.0345,0.0,0.0
"Monitor security policies, programs or procedures to ensure compliance with internal security policies, or applicable government security requirements, policies, and directives.",0.88,0.07,0.0,0.03,0.0,0.02,0.0
Monitor security system performance logs to identify problems and notify security specialists when problems occur.,0.8912,0.0408,0.0,0.068,0.0,0.0,0.0
Monitor status of loans and accounts to ensure that payments are up to date.,0.7097,0.129,0.0,0.1613,0.0,0.0,0.0
Monitor system operation to detect potential problems.,0.7214,0.023700000000000002,0.0008,0.2525,0.0011,0.0004,0.0
"Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",0.8621,0.0424,0.0,0.08220000000000001,0.0053,0.008,0.0
"Monitor testing procedures to ensure that all tests are performed according to established item specifications, standard test methods, or protocols.",0.7652,0.1391,0.0,0.087,0.0087,0.0,0.0
"Monitor the facility to ensure that it remains safe, secure, and well-maintained.",0.8266,0.0805,0.0031,0.0898,0.0,0.0,0.0
Monitor visitors' activities to ensure compliance with establishment or tour regulations and safety practices.,0.7143,0.1905,0.047599999999999996,0.047599999999999996,0.0,0.0,0.0
Monitor work productivity or quality to ensure compliance with standard operating procedures.,0.8736,0.0668,0.0012,0.045,0.0,0.0134,0.0
"Monitor, evaluate, and record client progress according to measurable goals described in treatment and care plan.",0.5556,0.16670000000000001,0.0,0.16670000000000001,0.11109999999999999,0.0,0.0
"Monitor, evaluate, or record training activities or program effectiveness.",0.9227,0.010700000000000001,0.0027,0.013300000000000001,0.008,0.042699999999999995,0.0
"Monitor, note, report, and investigate suspicious persons and situations, safety hazards, and unusual or illegal activity in patrol area.",0.8571,0.102,0.0,0.030600000000000002,0.0102,0.0,0.0
"Monitor, record, and report symptoms or changes in patients' conditions.",0.6452,0.22579999999999997,0.0,0.0645,0.0,0.0645,0.0
Negotiate claim settlements or recommend litigation when settlement cannot be negotiated.,0.6765000000000001,0.2353,0.0294,0.0294,0.0,0.0294,0.0
Negotiate contractual agreements.,0.6327,0.2959,0.0204,0.030600000000000002,0.0102,0.0102,0.0
Negotiate details of contracts and payments.,0.6207,0.3448,0.0,0.0345,0.0,0.0,0.0
Negotiate prices or terms of sales or service agreements.,0.6501,0.30219999999999997,0.002,0.0417,0.004,0.0,0.0
Network within communities to find and attract new business.,0.9041,0.041100000000000005,0.0,0.0548,0.0,0.0,0.0
Notify command of situation and request assistance.,0.8502,0.061200000000000004,0.0031,0.08259999999999999,0.0031,0.0,0.0
"Notify consignees, passengers, or customers of freight or baggage arrival and arrange for delivery.",0.9412,0.0118,0.0,0.0471,0.0,0.0,0.0
Notify instructors of errors or problems with assignments.,0.7931,0.10339999999999999,0.0,0.069,0.0345,0.0,0.0
Notify supervisors or other appropriate personnel when security breaches occur.,0.8286,0.0429,0.0,0.1286,0.0,0.0,0.0
Notify supervisors or other personnel of production problems.,0.9125,0.0375,0.0,0.05,0.0,0.0,0.0
"Observe and influence patients' behavior, communicating and interacting with them and teaching, counseling, or befriending them.",0.3121,0.1206,0.0,0.5461,0.014199999999999999,0.0070999999999999995,0.0
Observe and monitor children's play activities.,0.7143,0.09519999999999999,0.0,0.1905,0.0,0.0,0.0
Observe and monitor staff performance to ensure efficient operations and adherence to facility's policies and procedures.,0.8584,0.0867,0.0,0.0434,0.0087,0.0029,0.0
"Observe and record patients' progress, attitudes, and behavior and maintain this information in client records.",0.6111,0.11109999999999999,0.11109999999999999,0.16670000000000001,0.0,0.0,0.0
"Observe and report on social, economic, and political trends that might affect employers.",0.9379000000000001,0.0069,0.0,0.0483,0.0069,0.0,0.0
"Observe or examine patients to detect symptoms that may require medical attention, such as bruises, open wounds, or blood in urine.",0.9795999999999999,0.0,0.0,0.0,0.0204,0.0,0.0
Observe participants and inform them of corrective measures necessary for skill improvement.,0.5,0.1818,0.1818,0.0455,0.0,0.0909,0.0
"Observe the current system in operation, and gather and analyze information about each of the component problems, using a variety of sources.",0.7519,0.1986,0.0116,0.012,0.0218,0.0040999999999999995,0.0
"Observe, interview, and assess patients to identify care needs.",0.2759,0.4483,0.0,0.069,0.0,0.2069,0.0
"Obtain and assemble data to complete architectural designs, visiting job sites to compile measurements as necessary.",0.9167000000000001,0.0667,0.0167,0.0,0.0,0.0,0.0
"Obtain and evaluate information on factors such as reporting formats required, costs, or security needs to determine hardware configuration.",1.0,0.0,0.0,0.0,0.0,0.0,0.0
